S001	Beer	2021-03-30	24.49	21819
J001	Beer	2021-03-30	22.99	19836
L001	Beer	2021-03-30	21.95	21978
S001	Beer	2021-06-30	24.49	19134
J001	Beer	2021-06-30	22.99	17690
L001	Beer	2021-06-30	21.95	17007
S001	Beer	2021-09-30	24.49	19134
J001	Beer	2021-09-30	22.99	17690
L001	Beer	2021-09-30	21.95	17007
S001	Beer	2021-12-30	24.49	19134
J001	Beer	2021-12-30	22.99	17690
L001	Beer	2021-12-30	21.95	17007
S001	Beer	2021-12-31	24.49	19134
J001	Beer	2022-01-01	22.99	17690
L001	Beer	2022-01-02	21.95	17007
L002	Beer	2022-01-03	21.95	17007
L003	Beer	2022-01-04	21.95	17007
L004	Beer	2022-01-05	21.95	17007
L005	Beer	2022-01-06	21.95	17007
L006	Beer	2022-01-07	21.95	17007
L007	Beer	2022-01-08	21.95	17007
L008	Beer	2022-01-09	21.95	17007
L009	Beer	2022-01-10	21.95	17007
L010	Beer	2022-01-11	21.95	17007
L011	Beer	2022-01-12	21.95	17007
L012	Beer	2022-01-13	21.95	17007
L013	Beer	2022-01-14	21.95	17007
L014	Beer	2022-01-15	21.95	17007
L015	Beer	2022-01-16	21.95	17007
L016	Beer	2022-01-17	21.95	17007
L017	Beer	2022-01-18	21.95	17007
L018	Beer	2022-01-19	21.95	17007
L019	Beer	2022-01-20	21.95	17007
L020	Beer	2022-01-21	21.95	17007
L021	Beer	2022-01-22	21.95	17007
L022	Beer	2022-01-23	21.95	17007
L023	Beer	2022-01-24	21.95	17007
L024	Beer	2022-01-25	21.95	17007
L025	Beer	2022-01-26	21.95	17007
L026	Beer	2022-01-27	21.95	17007
L027	Beer	2022-01-28	21.95	17007
L028	Beer	2022-01-29	21.95	17007
L029	Beer	2022-01-30	21.95	17007
L030	Beer	2022-01-31	21.95	17007
L031	Beer	2022-02-01	21.95	17007
L032	Beer	2022-02-02	21.95	17007
L033	Beer	2022-02-03	21.95	17007
L034	Beer	2022-02-04	21.95	17007
L035	Beer	2022-02-05	21.95	17007
L036	Beer	2022-02-06	21.95	17007
L037	Beer	2022-02-07	21.95	17007
L038	Beer	2022-02-08	21.95	17007
L039	Beer	2022-02-09	21.95	17007
L040	Beer	2022-02-10	21.95	17007
L041	Beer	2022-02-11	21.95	17007
L042	Beer	2022-02-12	21.95	17007
L043	Beer	2022-02-13	21.95	17007
L044	Beer	2022-02-14	21.95	17007
L045	Beer	2022-02-15	21.95	17007
L046	Beer	2022-02-16	21.95	17007
L047	Beer	2022-02-17	21.95	17007
L048	Beer	2022-02-18	21.95	17007
L049	Beer	2022-02-19	21.95	17007
L050	Beer	2022-02-20	21.95	17007
L051	Beer	2022-02-21	21.95	17007
L052	Beer	2022-02-22	21.95	17007
L053	Beer	2022-02-23	21.95	17007
L054	Beer	2022-02-24	21.95	17007
L055	Beer	2022-02-25	21.95	17007
L056	Beer	2022-02-26	21.95	17007
L057	Beer	2022-02-27	21.95	17007
L058	Beer	2022-02-28	21.95	17007
L059	Beer	2022-03-01	21.95	17007
L060	Beer	2022-03-02	21.95	17007
L061	Beer	2022-03-03	21.95	17007
L062	Beer	2022-03-04	21.95	17007
L063	Beer	2022-03-05	21.95	17007
L064	Beer	2022-03-06	21.95	17007
L065	Beer	2022-03-07	21.95	17007
L066	Beer	2022-03-08	21.95	17007
L067	Beer	2022-03-09	21.95	17007
L068	Beer	2022-03-10	21.95	17007
L069	Beer	2022-03-11	21.95	17007
L070	Beer	2022-03-12	21.95	17007
L071	Beer	2022-03-13	21.95	17007
L072	Beer	2022-03-14	21.95	17007
L073	Beer	2022-03-15	21.95	17007
L074	Beer	2022-03-16	21.95	17007
L075	Beer	2022-03-17	21.95	17007
L076	Beer	2022-03-18	21.95	17007
L077	Beer	2022-03-19	21.95	17007
L078	Beer	2022-03-20	21.95	17007
L079	Beer	2022-03-21	21.95	17007
L080	Beer	2022-03-22	21.95	17007
L081	Beer	2022-03-23	21.95	17007
L082	Beer	2022-03-24	21.95	17007
L083	Beer	2022-03-25	21.95	17007
L084	Beer	2022-03-26	21.95	17007
L085	Beer	2022-03-27	21.95	17007
L086	Beer	2022-03-28	21.95	17007
L087	Beer	2022-03-29	21.95	17007
L088	Beer	2022-03-30	21.95	17007
L089	Beer	2022-03-31	21.95	17007
L090	Beer	2022-04-01	21.95	17007
L091	Beer	2022-04-02	21.95	17007
L092	Beer	2022-04-03	21.95	17007
L093	Beer	2022-04-04	21.95	17007
L094	Beer	2022-04-05	21.95	17007
L095	Beer	2022-04-06	21.95	17007
L096	Beer	2022-04-07	21.95	17007
L097	Beer	2022-04-08	21.95	17007
L098	Beer	2022-04-09	21.95	17007
L099	Beer	2022-04-10	21.95	17007
L100	Beer	2022-04-11	21.95	17007
L101	Beer	2022-04-12	21.95	17007
L102	Beer	2022-04-13	21.95	17007
L103	Beer	2022-04-14	21.95	17007
L104	Beer	2022-04-15	21.95	17007
L105	Beer	2022-04-16	21.95	17007
L106	Beer	2022-04-17	21.95	17007
L107	Beer	2022-04-18	21.95	17007
L108	Beer	2022-04-19	21.95	17007
L109	Beer	2022-04-20	21.95	17007
L110	Beer	2022-04-21	21.95	17007
L111	Beer	2022-04-22	21.95	17007
L112	Beer	2022-04-23	21.95	17007
L113	Beer	2022-04-24	21.95	17007
L114	Beer	2022-04-25	21.95	17007
L115	Beer	2022-04-26	21.95	17007
L116	Beer	2022-04-27	21.95	17007
L117	Beer	2022-04-28	21.95	17007
L118	Beer	2022-04-29	21.95	17007
L119	Beer	2022-04-30	21.95	17007
L120	Beer	2022-05-01	21.95	17007
L121	Beer	2022-05-02	21.95	17007
L122	Beer	2022-05-03	21.95	17007
L123	Beer	2022-05-04	21.95	17007
L124	Beer	2022-05-05	21.95	17007
L125	Beer	2022-05-06	21.95	17007
L126	Beer	2022-05-07	21.95	17007
L127	Beer	2022-05-08	21.95	17007
L128	Beer	2022-05-09	21.95	17007
L129	Beer	2022-05-10	21.95	17007
L130	Beer	2022-05-11	21.95	17007
L131	Beer	2022-05-12	21.95	17007
L132	Beer	2022-05-13	21.95	17007
L133	Beer	2022-05-14	21.95	17007
L134	Beer	2022-05-15	21.95	17007
L135	Beer	2022-05-16	21.95	17007
L136	Beer	2022-05-17	21.95	17007
L137	Beer	2022-05-18	21.95	17007
L138	Beer	2022-05-19	21.95	17007
L139	Beer	2022-05-20	21.95	17007
L140	Beer	2022-05-21	21.95	17007
L141	Beer	2022-05-22	21.95	17007
L142	Beer	2022-05-23	21.95	17007
L143	Beer	2022-05-24	21.95	17007
L144	Beer	2022-05-25	21.95	17007
L145	Beer	2022-05-26	21.95	17007
L146	Beer	2022-05-27	21.95	17007
L147	Beer	2022-05-28	21.95	17007
L148	Beer	2022-05-29	21.95	17007
L149	Beer	2022-05-30	21.95	17007
L150	Beer	2022-05-31	21.95	17007
L151	Beer	2022-06-01	21.95	17007
L152	Beer	2022-06-02	21.95	17007
L153	Beer	2022-06-03	21.95	17007
L154	Beer	2022-06-04	21.95	17007
L155	Beer	2022-06-05	21.95	17007
L156	Beer	2022-06-06	21.95	17007
L157	Beer	2022-06-07	21.95	17007
L158	Beer	2022-06-08	21.95	17007
L159	Beer	2022-06-09	21.95	17007
L160	Beer	2022-06-10	21.95	17007
L161	Beer	2022-06-11	21.95	17007
L162	Beer	2022-06-12	21.95	17007
L163	Beer	2022-06-13	21.95	17007
L164	Beer	2022-06-14	21.95	17007
L165	Beer	2022-06-15	21.95	17007
L166	Beer	2022-06-16	21.95	17007
L167	Beer	2022-06-17	21.95	17007
L168	Beer	2022-06-18	21.95	17007
L169	Beer	2022-06-19	21.95	17007
L170	Beer	2022-06-20	21.95	17007
L171	Beer	2022-06-21	21.95	17007
L172	Beer	2022-06-22	21.95	17007
L173	Beer	2022-06-23	21.95	17007
L174	Beer	2022-06-24	21.95	17007
L175	Beer	2022-06-25	21.95	17007
L176	Beer	2022-06-26	21.95	17007
L177	Beer	2022-06-27	21.95	17007
L178	Beer	2022-06-28	21.95	17007
L179	Beer	2022-06-29	21.95	17007
L180	Beer	2022-06-30	21.95	17007
L181	Beer	2022-07-01	21.95	17007
L182	Beer	2022-07-02	21.95	17007
L183	Beer	2022-07-03	21.95	17007
L184	Beer	2022-07-04	21.95	17007
L185	Beer	2022-07-05	21.95	17007
L186	Beer	2022-07-06	21.95	17007
L187	Beer	2022-07-07	21.95	17007
L188	Beer	2022-07-08	21.95	17007
L189	Beer	2022-07-09	21.95	17007
L190	Beer	2022-07-10	21.95	17007
L191	Beer	2022-07-11	21.95	17007
L192	Beer	2022-07-12	21.95	17007
L193	Beer	2022-07-13	21.95	17007
L194	Beer	2022-07-14	21.95	17007
L195	Beer	2022-07-15	21.95	17007
L196	Beer	2022-07-16	21.95	17007
L197	Beer	2022-07-17	21.95	17007
L198	Beer	2022-07-18	21.95	17007
L199	Beer	2022-07-19	21.95	17007
L200	Beer	2022-07-20	21.95	17007
L201	Beer	2022-07-21	21.95	17007
L202	Beer	2022-07-22	21.95	17007
L203	Beer	2022-07-23	21.95	17007
L204	Beer	2022-07-24	21.95	17007
L205	Beer	2022-07-25	21.95	17007
L206	Beer	2022-07-26	21.95	17007
L207	Beer	2022-07-27	21.95	17007
L208	Beer	2022-07-28	21.95	17007
L209	Beer	2022-07-29	21.95	17007
L210	Beer	2022-07-30	21.95	17007
L211	Beer	2022-07-31	21.95	17007
L212	Beer	2022-08-01	21.95	17007
L213	Beer	2022-08-02	21.95	17007
L214	Beer	2022-08-03	21.95	17007
L215	Beer	2022-08-04	21.95	17007
L216	Beer	2022-08-05	21.95	17007
L217	Beer	2022-08-06	21.95	17007
L218	Beer	2022-08-07	21.95	17007
L219	Beer	2022-08-08	21.95	17007
L220	Beer	2022-08-09	21.95	17007
L221	Beer	2022-08-10	21.95	17007
L222	Beer	2022-08-11	21.95	17007
L223	Beer	2022-08-12	21.95	17007
L224	Beer	2022-08-13	21.95	17007
L225	Beer	2022-08-14	21.95	17007
L226	Beer	2022-08-15	21.95	17007
L227	Beer	2022-08-16	21.95	17007
L228	Beer	2022-08-17	21.95	17007
L229	Beer	2022-08-18	21.95	17007
L230	Beer	2022-08-19	21.95	17007
L231	Beer	2022-08-20	21.95	17007
L232	Beer	2022-08-21	21.95	17007
L233	Beer	2022-08-22	21.95	17007
L234	Beer	2022-08-23	21.95	17007
L235	Beer	2022-08-24	21.95	17007
L236	Beer	2022-08-25	21.95	17007
L237	Beer	2022-08-26	21.95	17007
L238	Beer	2022-08-27	21.95	17007
L239	Beer	2022-08-28	21.95	17007
L240	Beer	2022-08-29	21.95	17007
L241	Beer	2022-08-30	21.95	17007
L242	Beer	2022-08-31	21.95	17007
L243	Beer	2022-09-01	21.95	17007
L244	Beer	2022-09-02	21.95	17007
L245	Beer	2022-09-03	21.95	17007
L246	Beer	2022-09-04	21.95	17007
L247	Beer	2022-09-05	21.95	17007
L248	Beer	2022-09-06	21.95	17007
L249	Beer	2022-09-07	21.95	17007
L250	Beer	2022-09-08	21.95	17007
L251	Beer	2022-09-09	21.95	17007
L252	Beer	2022-09-10	21.95	17007
L253	Beer	2022-09-11	21.95	17007
L254	Beer	2022-09-12	21.95	17007
L255	Beer	2022-09-13	21.95	17007
L256	Beer	2022-09-14	21.95	17007
L257	Beer	2022-09-15	21.95	17007
L258	Beer	2022-09-16	21.95	17007
L259	Beer	2022-09-17	21.95	17007
L260	Beer	2022-09-18	21.95	17007
L261	Beer	2022-09-19	21.95	17007
L262	Beer	2022-09-20	21.95	17007
L263	Beer	2022-09-21	21.95	17007
L264	Beer	2022-09-22	21.95	17007
L265	Beer	2022-09-23	21.95	17007
L266	Beer	2022-09-24	21.95	17007
L267	Beer	2022-09-25	21.95	17007
L268	Beer	2022-09-26	21.95	17007
L269	Beer	2022-09-27	21.95	17007
L270	Beer	2022-09-28	21.95	17007
L271	Beer	2022-09-29	21.95	17007
L272	Beer	2022-09-30	21.95	17007
L273	Beer	2022-10-01	21.95	17007
L274	Beer	2022-10-02	21.95	17007
L275	Beer	2022-10-03	21.95	17007
L276	Beer	2022-10-04	21.95	17007
L277	Beer	2022-10-05	21.95	17007
L278	Beer	2022-10-06	21.95	17007
L279	Beer	2022-10-07	21.95	17007
L280	Beer	2022-10-08	21.95	17007
L281	Beer	2022-10-09	21.95	17007
L282	Beer	2022-10-10	21.95	17007
L283	Beer	2022-10-11	21.95	17007
L284	Beer	2022-10-12	21.95	17007
L285	Beer	2022-10-13	21.95	17007
L286	Beer	2022-10-14	21.95	17007
L287	Beer	2022-10-15	21.95	17007
L288	Beer	2022-10-16	21.95	17007
L289	Beer	2022-10-17	21.95	17007
L290	Beer	2022-10-18	21.95	17007
L291	Beer	2022-10-19	21.95	17007
L292	Beer	2022-10-20	21.95	17007
L293	Beer	2022-10-21	21.95	17007
L294	Beer	2022-10-22	21.95	17007
L295	Beer	2022-10-23	21.95	17007
L296	Beer	2022-10-24	21.95	17007
L297	Beer	2022-10-25	21.95	17007
L298	Beer	2022-10-26	21.95	17007
L299	Beer	2022-10-27	21.95	17007
L300	Beer	2022-10-28	21.95	17007
L301	Beer	2022-10-29	21.95	17007
L302	Beer	2022-10-30	21.95	17007
L303	Beer	2022-10-31	21.95	17007
L304	Beer	2022-11-01	21.95	17007
L305	Beer	2022-11-02	21.95	17007
L306	Beer	2022-11-03	21.95	17007
L307	Beer	2022-11-04	21.95	17007
L308	Beer	2022-11-05	21.95	17007
L309	Beer	2022-11-06	21.95	17007
L310	Beer	2022-11-07	21.95	17007
L311	Beer	2022-11-08	21.95	17007
L312	Beer	2022-11-09	21.95	17007
L313	Beer	2022-11-10	21.95	17007
L314	Beer	2022-11-11	21.95	17007
L315	Beer	2022-11-12	21.95	17007
L316	Beer	2022-11-13	21.95	17007
L317	Beer	2022-11-14	21.95	17007
L318	Beer	2022-11-15	21.95	17007
L319	Beer	2022-11-16	21.95	17007
L320	Beer	2022-11-17	21.95	17007
L321	Beer	2022-11-18	21.95	17007
L322	Beer	2022-11-19	21.95	17007
L323	Beer	2022-11-20	21.95	17007
L324	Beer	2022-11-21	21.95	17007
L325	Beer	2022-11-22	21.95	17007
L326	Beer	2022-11-23	21.95	17007
L327	Beer	2022-11-24	21.95	17007
L328	Beer	2022-11-25	21.95	17007
L329	Beer	2022-11-26	21.95	17007
L330	Beer	2022-11-27	21.95	17007
L331	Beer	2022-11-28	21.95	17007
L332	Beer	2022-11-29	21.95	17007
L333	Beer	2022-11-30	21.95	17007
L334	Beer	2022-12-01	21.95	17007
L335	Beer	2022-12-02	21.95	17007
L336	Beer	2022-12-03	21.95	17007
L337	Beer	2022-12-04	21.95	17007
L338	Beer	2022-12-05	21.95	17007
L339	Beer	2022-12-06	21.95	17007
L340	Beer	2022-12-07	21.95	17007
L341	Beer	2022-12-08	21.95	17007
L342	Beer	2022-12-09	21.95	17007
L343	Beer	2022-12-10	21.95	17007
L344	Beer	2022-12-11	21.95	17007
L345	Beer	2022-12-12	21.95	17007
L346	Beer	2022-12-13	21.95	17007
L347	Beer	2022-12-14	21.95	17007
L348	Beer	2022-12-15	21.95	17007
L349	Beer	2022-12-16	21.95	17007
L350	Beer	2022-12-17	21.95	17007
L351	Beer	2022-12-18	21.95	17007
L352	Beer	2022-12-19	21.95	17007
L353	Beer	2022-12-20	21.95	17007
L354	Beer	2022-12-21	21.95	17007
L355	Beer	2022-12-22	21.95	17007
L356	Beer	2022-12-23	21.95	17007
L357	Beer	2022-12-24	21.95	17007
L358	Beer	2022-12-25	21.95	17007
L359	Beer	2022-12-26	21.95	17007
L360	Beer	2022-12-27	21.95	17007
L361	Beer	2022-12-28	21.95	17007
L362	Beer	2022-12-29	21.95	17007
L363	Beer	2022-12-30	21.95	17007
L364	Beer	2022-12-31	21.95	17007
L365	Beer	2023-01-01	21.95	17007
L366	Beer	2023-01-02	21.95	17007
L367	Beer	2023-01-03	21.95	17007
L368	Beer	2023-01-04	21.95	17007
L369	Beer	2023-01-05	21.95	17007
L370	Beer	2023-01-06	21.95	17007
L371	Beer	2023-01-07	21.95	17007
L372	Beer	2023-01-08	21.95	17007
L373	Beer	2023-01-09	21.95	17007
L374	Beer	2023-01-10	21.95	17007
L375	Beer	2023-01-11	21.95	17007
L376	Beer	2023-01-12	21.95	17007
L377	Beer	2023-01-13	21.95	17007
L378	Beer	2023-01-14	21.95	17007
L379	Beer	2023-01-15	21.95	17007
L380	Beer	2023-01-16	21.95	17007
L381	Beer	2023-01-17	21.95	17007
L382	Beer	2023-01-18	21.95	17007
L383	Beer	2023-01-19	21.95	17007
L384	Beer	2023-01-20	21.95	17007
L385	Beer	2023-01-21	21.95	17007
L386	Beer	2023-01-22	21.95	17007
L387	Beer	2023-01-23	21.95	17007
L388	Beer	2023-01-24	21.95	17007
L389	Beer	2023-01-25	21.95	17007
L390	Beer	2023-01-26	21.95	17007
L391	Beer	2023-01-27	21.95	17007
L392	Beer	2023-01-28	21.95	17007
L393	Beer	2023-01-29	21.95	17007
L394	Beer	2023-01-30	21.95	17007
L395	Beer	2023-01-31	21.95	17007
L396	Beer	2023-02-01	21.95	17007
L397	Beer	2023-02-02	21.95	17007
L398	Beer	2023-02-03	21.95	17007
L399	Beer	2023-02-04	21.95	17007
L400	Beer	2023-02-05	21.95	17007
L401	Beer	2023-02-06	21.95	17007
L402	Beer	2023-02-07	21.95	17007
L403	Beer	2023-02-08	21.95	17007
L404	Beer	2023-02-09	21.95	17007
L405	Beer	2023-02-10	21.95	17007
L406	Beer	2023-02-11	21.95	17007
L407	Beer	2023-02-12	21.95	17007
L408	Beer	2023-02-13	21.95	17007
L409	Beer	2023-02-14	21.95	17007
L410	Beer	2023-02-15	21.95	17007
L411	Beer	2023-02-16	21.95	17007
L412	Beer	2023-02-17	21.95	17007
L413	Beer	2023-02-18	21.95	17007
L414	Beer	2023-02-19	21.95	17007
L415	Beer	2023-02-20	21.95	17007
L416	Beer	2023-02-21	21.95	17007
L417	Beer	2023-02-22	21.95	17007
L418	Beer	2023-02-23	21.95	17007
L419	Beer	2023-02-24	21.95	17007
L420	Beer	2023-02-25	21.95	17007
L421	Beer	2023-02-26	21.95	17007
L422	Beer	2023-02-27	21.95	17007
L423	Beer	2023-02-28	21.95	17007
L424	Beer	2023-03-01	21.95	17007
L425	Beer	2023-03-02	21.95	17007
L426	Beer	2023-03-03	21.95	17007
L427	Beer	2023-03-04	21.95	17007
L428	Beer	2023-03-05	21.95	17007
L429	Beer	2023-03-06	21.95	17007
L430	Beer	2023-03-07	21.95	17007
L431	Beer	2023-03-08	21.95	17007
L432	Beer	2023-03-09	21.95	17007
L433	Beer	2023-03-10	21.95	17007
L434	Beer	2023-03-11	21.95	17007
L435	Beer	2023-03-12	21.95	17007
L436	Beer	2023-03-13	21.95	17007
L437	Beer	2023-03-14	21.95	17007
L438	Beer	2023-03-15	21.95	17007
L439	Beer	2023-03-16	21.95	17007
L440	Beer	2023-03-17	21.95	17007
L441	Beer	2023-03-18	21.95	17007
L442	Beer	2023-03-19	21.95	17007
L443	Beer	2023-03-20	21.95	17007
L444	Beer	2023-03-21	21.95	17007
L445	Beer	2023-03-22	21.95	17007
L446	Beer	2023-03-23	21.95	17007
L447	Beer	2023-03-24	21.95	17007
L448	Beer	2023-03-25	21.95	17007
L449	Beer	2023-03-26	21.95	17007
L450	Beer	2023-03-27	21.95	17007
L451	Beer	2023-03-28	21.95	17007
L452	Beer	2023-03-29	21.95	17007
L453	Beer	2023-03-30	21.95	17007
L454	Beer	2023-03-31	21.95	17007
L455	Beer	2023-04-01	21.95	17007
L456	Beer	2023-04-02	21.95	17007
L457	Beer	2023-04-03	21.95	17007
L458	Beer	2023-04-04	21.95	17007
L459	Beer	2023-04-05	21.95	17007
L460	Beer	2023-04-06	21.95	17007
L461	Beer	2023-04-07	21.95	17007
L462	Beer	2023-04-08	21.95	17007
L463	Beer	2023-04-09	21.95	17007
L464	Beer	2023-04-10	21.95	17007
L465	Beer	2023-04-11	21.95	17007
L466	Beer	2023-04-12	21.95	17007
L467	Beer	2023-04-13	21.95	17007
L468	Beer	2023-04-14	21.95	17007
L469	Beer	2023-04-15	21.95	17007
L470	Beer	2023-04-16	21.95	17007
L471	Beer	2023-04-17	21.95	17007
L472	Beer	2023-04-18	21.95	17007
L473	Beer	2023-04-19	21.95	17007
L474	Beer	2023-04-20	21.95	17007
L475	Beer	2023-04-21	21.95	17007
L476	Beer	2023-04-22	21.95	17007
L477	Beer	2023-04-23	21.95	17007
L478	Beer	2023-04-24	21.95	17007
L479	Beer	2023-04-25	21.95	17007
L480	Beer	2023-04-26	21.95	17007
L481	Beer	2023-04-27	21.95	17007
L482	Beer	2023-04-28	21.95	17007
L483	Beer	2023-04-29	21.95	17007
L484	Beer	2023-04-30	21.95	17007
L485	Beer	2023-05-01	21.95	17007
L486	Beer	2023-05-02	21.95	17007
L487	Beer	2023-05-03	21.95	17007
L488	Beer	2023-05-04	21.95	17007
L489	Beer	2023-05-05	21.95	17007
L490	Beer	2023-05-06	21.95	17007
L491	Beer	2023-05-07	21.95	17007
L492	Beer	2023-05-08	21.95	17007
L493	Beer	2023-05-09	21.95	17007
L494	Beer	2023-05-10	21.95	17007
L495	Beer	2023-05-11	21.95	17007
L496	Beer	2023-05-12	21.95	17007
L497	Beer	2023-05-13	21.95	17007
L498	Beer	2023-05-14	21.95	17007
L499	Beer	2023-05-15	21.95	17007
L500	Beer	2023-05-16	21.95	17007
L501	Beer	2023-05-17	21.95	17007
L502	Beer	2023-05-18	21.95	17007
L503	Beer	2023-05-19	21.95	17007
L504	Beer	2023-05-20	21.95	17007
L505	Beer	2023-05-21	21.95	17007
L506	Beer	2023-05-22	21.95	17007
L507	Beer	2023-05-23	21.95	17007
L508	Beer	2023-05-24	21.95	17007
L509	Beer	2023-05-25	21.95	17007
L510	Beer	2023-05-26	21.95	17007
L511	Beer	2023-05-27	21.95	17007