D9775,Diapers,2017-01-01,12.46,94
D80,Diapers,2017-01-01,11.56,102
D3248,Diapers,2017-01-01,12.21,93
D1714,Diapers,2017-01-01,11.54,75
D1408,Diapers,2017-01-01,13.16,94
D4564,Diapers,2017-01-01,13.09,86
D8861,Diapers,2017-01-01,11.83,85
D1053,Diapers,2017-01-01,10.75,117
D4231,Diapers,2017-01-01,12.53,80
D9387,Diapers,2017-01-01,10.92,82
D7870,Diapers,2017-01-01,11.48,32
D9492,Diapers,2017-01-01,9.89,48
D7274,Diapers,2017-01-01,10.01,44
D5826,Diapers,2017-01-01,10.86,30
D3237,Diapers,2017-01-01,12.45,27
D6346,Diapers,2017-01-01,8.27,57
D796,Diapers,2017-01-01,10.6,37
D3307,Diapers,2017-01-01,9.75,45
D4192,Diapers,2017-01-01,11.61,36
D1278,Diapers,2017-01-01,9.95,36
D9904,Diapers,2017-01-01,8.16,57
D8421,Diapers,2017-01-01,8.89,56
D6247,Diapers,2017-01-01,9.06,51
D3029,Diapers,2017-01-01,9.79,44
D7147,Diapers,2017-01-01,9.23,38
D4263,Diapers,2017-01-01,10.73,44
D4389,Diapers,2017-01-01,11.42,39
D7511,Diapers,2017-01-01,10.28,28
D8200,Diapers,2017-01-01,8.49,49
D6936,Diapers,2017-01-01,12.22,39
D8500,Diapers,2017-01-01,6.26,21
D4595,Diapers,2017-01-01,7.36,13
D8085,Diapers,2017-01-01,8.36,9
D8542,Diapers,2017-01-01,8.32,13
D7329,Diapers,2017-01-01,8.55,11
D5119,Diapers,2017-01-01,9.95,7
D5674,Diapers,2017-01-01,7.78,13
D1346,Diapers,2017-01-01,8.17,12
D702,Diapers,2017-01-01,8.76,8
D2096,Diapers,2017-01-01,7.48,15
D1322,Diapers,2017-01-01,7.19,19
D1036,Diapers,2017-01-01,7.82,14
D5574,Diapers,2017-01-01,7.56,11
D306,Diapers,2017-01-01,7.9,9
D9761,Diapers,2017-01-01,8.57,11
D6897,Diapers,2017-01-01,7.44,18
D1211,Diapers,2017-01-01,6.38,20
D3684,Diapers,2017-01-01,5.89,23
D4670,Diapers,2017-01-01,8.63,9
D6853,Diapers,2017-01-01,7.6,16
D7755,Diapers,2017-01-01,8.22,13
D2587,Diapers,2017-01-01,8.13,14
D5374,Diapers,2017-01-01,8.51,11
D1425,Diapers,2017-01-01,6.42,14
D2050,Diapers,2017-01-01,8.15,11
D5991,Diapers,2017-01-01,10.72,5
D9927,Diapers,2017-01-01,8.22,10
D9976,Diapers,2017-01-01,6.69,14
D4436,Diapers,2017-01-01,8.96,8
D5156,Diapers,2017-01-01,7.93,11
D8829,Diapers,2017-01-01,6.45,19
D1515,Diapers,2017-01-01,9.82,8
D3078,Diapers,2017-01-01,7.8,16
D2092,Diapers,2017-01-01,8.97,10
D506,Diapers,2017-01-01,9.1,8
D1207,Diapers,2017-01-01,8.0,12
D1963,Diapers,2017-01-01,8.58,11
D4687,Diapers,2017-01-01,6.54,16
D8139,Diapers,2017-01-01,9.11,10
D2786,Diapers,2017-01-01,6.57,19
D9604,Diapers,2017-01-01,9.05,9
D7680,Diapers,2017-01-01,7.59,13
D3108,Diapers,2017-01-01,9.49,8
D8876,Diapers,2017-01-01,9.52,7
D268,Diapers,2017-01-01,6.49,13
D7328,Diapers,2017-01-01,7.82,11
D131,Diapers,2017-01-01,10.59,4
D718,Diapers,2017-01-01,7.61,13
D6836,Diapers,2017-01-01,5.71,18
D5111,Diapers,2017-01-01,8.9,9
D1454,Diapers,2017-01-01,8.11,12
D5491,Diapers,2017-01-01,8.07,12
D1938,Diapers,2017-01-01,8.53,11
D8141,Diapers,2017-01-01,7.99,13
D2927,Diapers,2017-01-01,6.43,14
D4844,Diapers,2017-01-01,7.88,12
D559,Diapers,2017-01-01,6.61,17
D8755,Diapers,2017-01-01,6.73,19
D6035,Diapers,2017-01-01,10.14,7
D3864,Diapers,2017-01-01,8.61,8
D6230,Diapers,2017-01-01,8.68,11
D6573,Diapers,2017-01-01,8.69,10
D7734,Diapers,2017-01-01,8.63,11
D7938,Diapers,2017-01-01,9.18,8
D7689,Diapers,2017-01-01,5.78,13
D2391,Diapers,2017-01-01,8.22,11
D9687,Diapers,2017-01-01,6.42,16
D8075,Diapers,2017-01-01,7.58,12
D9378,Diapers,2017-01-01,8.19,10
D1349,Diapers,2017-01-01,8.15,13
H7883,Headphones,2017-01-01,127.07,132
H1407,Headphones,2017-01-01,122.71,129
H6483,Headphones,2017-01-01,121.22,125
H27,Headphones,2017-01-01,117.08,139
H349,Headphones,2017-01-01,120.03,115
H3527,Headphones,2017-01-01,117.76,176
H6447,Headphones,2017-01-01,113.16,173
H8005,Headphones,2017-01-01,130.19,118
H4899,Headphones,2017-01-01,127.56,112
H9098,Headphones,2017-01-01,131.7,128
H2305,Headphones,2017-01-01,119.8,116
H516,Headphones,2017-01-01,102.09,176
H1404,Headphones,2017-01-01,87.07,72
H3968,Headphones,2017-01-01,90.49,54
H4794,Headphones,2017-01-01,69.3,108
H4054,Headphones,2017-01-01,95.6,43
H4533,Headphones,2017-01-01,83.05,70
H7989,Headphones,2017-01-01,80.43,82
H9113,Headphones,2017-01-01,84.82,67
H1472,Headphones,2017-01-01,76.56,85
H9403,Headphones,2017-01-01,81.38,75
H2038,Headphones,2017-01-01,83.62,71
H6770,Headphones,2017-01-01,83.45,69
H3275,Headphones,2017-01-01,84.86,65
H6714,Headphones,2017-01-01,78.13,83
H4396,Headphones,2017-01-01,88.4,59
H2401,Headphones,2017-01-01,90.33,52
H7673,Headphones,2017-01-01,76.92,68
H3396,Headphones,2017-01-01,75.22,101
H7154,Headphones,2017-01-01,90.38,58
H6631,Headphones,2017-01-01,87.18,55
H5058,Headphones,2017-01-01,81.08,85
H8990,Headphones,2017-01-01,86.05,66
H4212,Headphones,2017-01-01,77.73,92
H1747,Headphones,2017-01-01,96.51,42
H2831,Headphones,2017-01-01,88.63,59
H2244,Headphones,2017-01-01,50.95,34
H86,Headphones,2017-01-01,59.96,20
H8685,Headphones,2017-01-01,59.48,20
H3650,Headphones,2017-01-01,64.1,19
H3389,Headphones,2017-01-01,54.52,29
H2158,Headphones,2017-01-01,55.21,24
H4043,Headphones,2017-01-01,58.76,21
H3856,Headphones,2017-01-01,68.64,12
H57,Headphones,2017-01-01,55.48,23
H4639,Headphones,2017-01-01,58.33,22
H9878,Headphones,2017-01-01,49.3,34
H156,Headphones,2017-01-01,59.23,20
H5702,Headphones,2017-01-01,62.56,16
H3491,Headphones,2017-01-01,56.1,22
H7399,Headphones,2017-01-01,62.23,17
H7810,Headphones,2017-01-01,60.04,20
H1954,Headphones,2017-01-01,61.48,18
H5924,Headphones,2017-01-01,58.18,22
H1547,Headphones,2017-01-01,59.28,21
H7180,Headphones,2017-01-01,61.61,18
H1819,Headphones,2017-01-01,60.72,16
H759,Headphones,2017-01-01,67.48,11
H5926,Headphones,2017-01-01,65.26,15
H820,Headphones,2017-01-01,61.21,19
H9666,Headphones,2017-01-01,61.57,18
H7621,Headphones,2017-01-01,59.85,16
H7107,Headphones,2017-01-01,68.45,13
H2071,Headphones,2017-01-01,59.59,15
H14,Headphones,2017-01-01,64.55,16
H8567,Headphones,2017-01-01,59.5,23
H9722,Headphones,2017-01-01,60.63,17
H8466,Headphones,2017-01-01,62.38,18
H2061,Headphones,2017-01-01,59.97,18
H7854,Headphones,2017-01-01,63.85,16
H26,Headphones,2017-01-01,64.3,13
H300,Headphones,2017-01-01,64.51,16
H7638,Headphones,2017-01-01,59.2,18
H3005,Headphones,2017-01-01,54.83,25
H1445,Headphones,2017-01-01,59.34,22
H1984,Headphones,2017-01-01,64.53,16
H6281,Headphones,2017-01-01,63.53,14
H8163,Headphones,2017-01-01,48.1,40
H7899,Headphones,2017-01-01,61.74,17
H2373,Headphones,2017-01-01,57.87,24
H2247,Headphones,2017-01-01,62.48,16
H1593,Headphones,2017-01-01,63.13,16
H3471,Headphones,2017-01-01,54.45,26
H9660,Headphones,2017-01-01,59.92,23
H3614,Headphones,2017-01-01,58.11,23
H5060,Headphones,2017-01-01,63.39,16
H1910,Headphones,2017-01-01,64.63,15
H373,Headphones,2017-01-01,65.12,13
H8173,Headphones,2017-01-01,63.37,16
H7543,Headphones,2017-01-01,60.96,20
H8237,Headphones,2017-01-01,63.39,16
H6621,Headphones,2017-01-01,65.4,16
H790,Headphones,2017-01-01,55.09,26
H1112,Headphones,2017-01-01,68.59,11
H6586,Headphones,2017-01-01,58.9,18
H4840,Headphones,2017-01-01,64.04,16
H7169,Headphones,2017-01-01,61.75,18
H8701,Headphones,2017-01-01,61.93,17
H4555,Headphones,2017-01-01,60.4,22
H4232,Headphones,2017-01-01,60.33,20
H4893,Headphones,2017-01-01,68.5,12
H7331,Headphones,2017-01-01,62.38,17
H603,Headphones,2017-01-01,63.11,17
H6168,Headphones,2017-01-01,56.31,23
H9425,Headphones,2017-01-01,53.25,30
H6539,Headphones,2017-01-01,60.56,17
H931,Headphones,2017-01-01,63.46,16
H6295,Headphones,2017-01-01,60.08,18
H81,Headphones,2017-01-01,53.29,35
H8145,Headphones,2017-01-01,61.56,18
H8781,Headphones,2017-01-01,60.06,18
H8868,Headphones,2017-01-01,61.53,19
H6604,Headphones,2017-01-01,52.95,29
H330,Headphones,2017-01-01,56.5,25
H8307,Headphones,2017-01-01,56.65,21
H6178,Headphones,2017-01-01,57.17,26
H3570,Headphones,2017-01-01,57.66,21
H554,Headphones,2017-01-01,58.56,21
H2950,Headphones,2017-01-01,62.07,16
H5304,Headphones,2017-01-01,59.85,19
C2147,Cereals,2017-01-01,17.33,113
C608,Cereals,2017-01-01,14.16,130
C955,Cereals,2017-01-01,17.11,119
C760,Cereals,2017-01-01,13.24,125
C787,Cereals,2017-01-01,14.98,116
C8094,Cereals,2017-01-01,14.79,126
C1023,Cereals,2017-01-01,12.96,128
C297,Cereals,2017-01-01,14.1,140
C8297,Cereals,2017-01-01,15.4,122
C9880,Cereals,2017-01-01,13.25,126
C7596,Cereals,2017-01-01,12.55,142
C4292,Cereals,2017-01-01,14.19,116
C7703,Cereals,2017-01-01,14.91,127
C9512,Cereals,2017-01-01,15.28,124
C6644,Cereals,2017-01-01,14.29,142
C8408,Cereals,2017-01-01,15.83,118
C2771,Cereals,2017-01-01,15.68,103
C7340,Cereals,2017-01-01,14.53,121
C729,Cereals,2017-01-01,12.62,149
C3242,Cereals,2017-01-01,14.48,117
C1204,Cereals,2017-01-01,12.02,53
C8589,Cereals,2017-01-01,10.02,71
C8927,Cereals,2017-01-01,11.32,58
C2940,Cereals,2017-01-01,12.24,51
C8841,Cereals,2017-01-01,10.83,64
C8108,Cereals,2017-01-01,10.71,66
C4201,Cereals,2017-01-01,10.55,66
C6184,Cereals,2017-01-01,10.41,68
C4611,Cereals,2017-01-01,10.5,64
C3851,Cereals,2017-01-01,9.29,84
C1568,Cereals,2017-01-01,11.63,52
C7322,Cereals,2017-01-01,10.23,67
C1506,Cereals,2017-01-01,11.64,56
C1894,Cereals,2017-01-01,12.29,53
C5458,Cereals,2017-01-01,11.3,56
C2952,Cereals,2017-01-01,11.38,61
C7661,Cereals,2017-01-01,10.45,65
C3372,Cereals,2017-01-01,10.79,67
C535,Cereals,2017-01-01,9.34,80
C9982,Cereals,2017-01-01,10.33,75
C2779,Cereals,2017-01-01,10.37,59
C9838,Cereals,2017-01-01,11.79,51
C5007,Cereals,2017-01-01,10.02,76
C4410,Cereals,2017-01-01,12.38,45
C6799,Cereals,2017-01-01,11.84,50
C6946,Cereals,2017-01-01,11.88,56
C8456,Cereals,2017-01-01,10.8,70
C5041,Cereals,2017-01-01,10.63,62
C8945,Cereals,2017-01-01,10.58,59
C8644,Cereals,2017-01-01,10.59,67
C2363,Cereals,2017-01-01,10.28,67
C1276,Cereals,2017-01-01,11.26,57
C7110,Cereals,2017-01-01,11.29,62
C3786,Cereals,2017-01-01,10.5,63
C3045,Cereals,2017-01-01,9.57,74
C243,Cereals,2017-01-01,9.97,70
C1985,Cereals,2017-01-01,11.16,60
C2883,Cereals,2017-01-01,11.99,54
C3539,Cereals,2017-01-01,12.35,48
C9811,Cereals,2017-01-01,11.71,53
C1075,Cereals,2017-01-01,8.0,27
C8171,Cereals,2017-01-01,8.36,22
C9015,Cereals,2017-01-01,8.73,18
C8671,Cereals,2017-01-01,9.05,16
C6142,Cereals,2017-01-01,8.54,22
C7693,Cereals,2017-01-01,8.55,21
C8744,Cereals,2017-01-01,8.36,23
C3089,Cereals,2017-01-01,9.83,13
C2408,Cereals,2017-01-01,8.98,18
C2358,Cereals,2017-01-01,9.07,18
C4390,Cereals,2017-01-01,8.61,22
C5147,Cereals,2017-01-01,9.17,15
C2203,Cereals,2017-01-01,8.81,18
C2178,Cereals,2017-01-01,9.81,13
C6826,Cereals,2017-01-01,8.97,16
C8607,Cereals,2017-01-01,9.58,13
C1033,Cereals,2017-01-01,9.08,19
C949,Cereals,2017-01-01,8.98,18
C9339,Cereals,2017-01-01,8.82,18
C3719,Cereals,2017-01-01,8.51,18
C8509,Cereals,2017-01-01,9.53,14
C4488,Cereals,2017-01-01,9.06,17
C7149,Cereals,2017-01-01,9.42,16
C5105,Cereals,2017-01-01,9.18,16
C6460,Cereals,2017-01-01,9.05,17
C6365,Cereals,2017-01-01,8.98,18
C6692,Cereals,2017-01-01,9.42,14
C4587,Cereals,2017-01-01,8.87,19
C9722,Cereals,2017-01-01,9.2,16
C7201,Cereals,2017-01-01,8.33,20
C6167,Cereals,2017-01-01,9.83,12
C9207,Cereals,2017-01-01,8.79,20
C7224,Cereals,2017-01-01,9.46,14
C4318,Cereals,2017-01-01,9.48,14
C9744,Cereals,2017-01-01,8.8,18
C251,Cereals,2017-01-01,9.16,18
C2299,Cereals,2017-01-01,8.59,23
C4522,Cereals,2017-01-01,10.08,11
C5071,Cereals,2017-01-01,9.13,16
C9128,Cereals,2017-01-01,8.77,20
C9865,Cereals,2017-01-01,8.88,20
C8991,Cereals,2017-01-01,8.63,22
C5870,Cereals,2017-01-01,8.97,21
C2436,Cereals,2017-01-01,9.1,15
C7021,Cereals,2017-01-01,8.52,18
C7496,Cereals,2017-01-01,8.89,19
C3616,Cereals,2017-01-01,8.89,18
C5910,Cereals,2017-01-01,9.14,18
C6074,Cereals,2017-01-01,8.9,18
C9636,Cereals,2017-01-01,8.08,26
C3602,Cereals,2017-01-01,9.3,17
C1054,Cereals,2017-01-01,9.14,17
C9403,Cereals,2017-01-01,9.03,18
C1178,Cereals,2017-01-01,8.72,19
C4931,Cereals,2017-01-01,8.95,18
C4622,Cereals,2017-01-01,9.22,16
C5608,Cereals,2017-01-01,10.17,10
C7898,Cereals,2017-01-01,8.35,22
C4448,Cereals,2017-01-01,9.53,14
C1593,Cereals,2017-01-01,9.46,15
C294,Cereals,2017-01-01,8.71,20
C7148,Cereals,2017-01-01,8.19,24
C9976,Cereals,2017-01-01,9.49,16
C4967,Cereals,2017-01-01,9.38,17
C2870,Cereals,2017-01-01,8.48,23
C3623,Cereals,2017-01-01,8.82,19
C6750,Cereals,2017-01-01,10.17,10
C5794,Cereals,2017-01-01,9.17,17
C93,Cereals,2017-01-01,9.44,14
C767,Cereals,2017-01-01,8.93,17
C6301,Cereals,2017-01-01,8.14,24
C6096,Cereals,2017-01-01,8.58,21
C771,Cereals,2017-01-01,8.73,18
C780,Cereals,2017-01-01,8.94,18
C4502,Cereals,2017-01-01,9.33,16
C1021,Cereals,2017-01-01,8.61,20
C1268,Cereals,2017-01-01,8.53,21
C5668,Cereals,2017-01-01,9.11,16
